,TOTAL VALUE ,TAX,LOT SQFT ,YR BUILT,GROSS AREA ,LIVING AREA,FLOORS ,ROOMS,BEDROOMS ,FULL BATH,HALF BATH,KITCHEN,FIREPLACE,REMODEL
893,384.2,4833,8600,1960,4459,1848,1.0,7,4,2,0,1,1,None
894,356.0,4478,11962,1952,1386,1351,1.0,6,3,1,1,1,1,None
895,294.5,3704,4615,1956,2304,1306,1.5,6,3,1,1,1,1,None
896,383.3,4821,5478,1988,3184,1930,2.0,8,4,2,2,1,1,None
897,306.3,3853,6710,1960,2232,1044,1.0,6,2,1,0,1,1,None
898,349.4,4395,5049,1956,2504,1506,1.5,6,3,1,0,1,1,None
899,272.3,3425,4932,1954,2304,1306,1.5,6,3,1,1,1,1,None
900,242.8,3054,4108,1945,2636,1254,1.0,7,3,1,0,1,1,None
901,333.6,4196,8931,1960,2367,1306,1.5,6,3,1,1,1,0,None
902,371.2,4669,5563,1988,2686,1736,2.0,6,4,2,1,1,1,None
903,299.4,3766,4653,1956,2304,1306,1.5,6,4,1,1,1,1,None
904,309.7,3896,6398,1960,2900,1266,1.0,6,3,1,0,1,1,None
905,371.5,4673,11754,1950,3045,1722,1.5,6,4,2,0,1,1,None
906,498.8,6274,8449,1952,6464,4658,1.0,9,4,2,1,1,2,None
907,310.6,3907,4989,1955,2528,1306,1.5,6,3,2,0,1,1,None
908,308.8,3884,4691,1950,2304,1306,1.5,6,4,1,1,1,0,None
909,287.8,3620,3296,1940,2634,1407,1.5,6,3,1,1,1,0,None
910,337.6,4247,8749,1960,2400,1360,1.5,6,3,2,0,1,1,None
911,333.5,4195,5226,1962,2128,1372,2.0,7,3,1,1,1,1,None
912,300.6,3781,5043,1955,2336,1306,1.5,6,3,2,0,1,1,None
913,327.9,4124,3447,1940,2096,1400,2.0,7,3,1,0,1,0,Old
914,316.7,3984,5229,1957,2608,1434,1.5,6,3,2,0,1,1,Old
915,318.1,4001,4729,1956,2304,1306,1.5,6,3,2,0,1,1,None
916,337.6,4247,5022,1955,2824,1599,1.5,7,3,1,1,1,1,None
917,321.5,4044,5616,1910,2664,1346,1.5,7,3,1,0,1,0,Recent
918,267.2,3361,4998,1896,2724,1326,1.5,8,3,1,1,1,0,None
919,302.9,3810,4767,1956,2460,1306,1.5,6,3,1,1,1,1,None
920,242.0,3044,6750,1950,1571,754,1.0,5,2,1,0,1,1,None
921,507.1,6379,10369,1940,4519,2908,2.0,9,5,4,0,1,2,Recent
922,358.9,4514,7554,1960,3271,1591,1.5,7,3,2,0,1,1,None
923,330.2,4153,7092,1950,2778,1270,1.0,7,3,1,0,1,1,None
924,290.0,3648,5304,1960,2576,1288,1.0,5,3,1,1,1,1,None
925,322.8,4060,6494,1955,2674,1671,1.0,5,3,1,0,1,1,None
926,278.6,3504,5980,1958,2576,1165,1.0,6,3,2,0,1,1,None
927,309.8,3897,10925,1945,1645,1255,1.0,4,2,1,0,1,0,None
928,325.6,4096,4351,1920,3314,1330,1.0,6,3,1,1,1,0,Old
929,318.2,4002,5212,1956,2544,1306,1.5,6,3,1,1,1,1,None
930,300.9,3785,7493,1920,2232,1056,1.0,5,2,1,0,1,0,None
931,271.8,3419,3480,1920,2208,1320,2.0,4,3,1,0,1,0,None
932,263.0,3308,3642,1960,1896,1310,1.0,5,3,1,0,1,0,None
933,488.2,6141,11845,1955,3932,2017,1.5,8,4,1,2,1,1,Old
934,338.7,4260,7974,1950,1985,1347,1.0,7,4,2,0,1,0,None
935,317.3,3991,5395,1960,2794,1671,1.0,5,2,1,0,1,1,None
936,351.4,4420,10690,1950,3539,1625,1.0,6,3,1,0,1,1,None
937,306.9,3860,7540,1940,2029,996,1.0,5,2,1,0,1,1,None
938,424.5,5340,8021,1960,2624,1434,1.5,7,4,1,1,1,1,None
939,308.5,3880,5382,1954,2576,1387,1.5,6,2,1,1,1,1,None
940,343.4,4319,7366,1950,2202,1711,1.0,8,4,3,0,2,0,None
941,374.8,4714,11425,1945,3130,1180,1.0,6,2,1,1,1,2,Old
942,258.8,3255,4063,1952,2168,1056,1.0,5,2,1,0,1,0,None
943,297.0,3736,3611,1912,2307,1256,2.0,6,3,1,1,1,0,None
944,259.3,3261,3175,1955,2684,1183,1.0,5,2,1,0,1,1,None
945,265.3,3337,4770,1940,1758,744,1.0,4,2,1,0,1,1,None
946,297.6,3743,3596,1924,2230,1314,2.0,6,3,1,0,1,1,None
947,402.9,5068,5442,1963,3838,1739,1.0,8,4,2,0,1,0,Recent
948,268.9,3382,7630,1940,1376,672,1.0,4,1,1,0,1,0,None
949,385.5,4849,4743,1926,4247,2316,2.0,7,4,2,0,1,1,Old
950,265.6,3341,4297,1950,2152,1419,1.0,5,2,1,0,1,1,None
951,263.1,3309,3767,1925,2548,1137,1.0,5,2,1,0,1,0,Old
952,257.7,3241,4830,1959,1912,852,1.0,5,2,1,1,1,1,Old
953,347.4,4370,6990,1950,2689,1377,1.5,5,3,1,1,1,0,Old
954,290.1,3649,4275,1965,2019,1274,2.0,6,3,1,1,1,1,None
955,332.7,4185,4653,1940,2103,1449,2.0,7,3,1,1,1,0,Recent
956,285.8,3595,5090,1950,2249,1190,1.0,6,3,1,0,1,0,None
957,284.3,3576,3965,1916,2130,966,1.0,5,3,1,0,1,0,None
958,261.6,3290,2837,1965,1704,1152,2.0,5,3,1,1,1,0,None
959,269.8,3394,3438,1930,2516,1238,1.5,6,3,1,1,1,0,Old
960,354.3,4457,4509,1950,2594,1968,1.0,7,4,2,0,2,0,None
961,339.2,4267,3002,1960,2268,1832,1.0,7,3,2,1,2,2,None
962,339.2,4267,8075,1956,2840,1260,1.0,7,2,1,0,1,1,None
963,351.8,4425,6887,1945,3668,1913,1.5,6,3,1,1,1,1,None
964,298.5,3755,5350,1951,1908,1035,1.5,5,2,1,0,1,1,Old
965,479.2,6028,7162,1900,4941,2564,2.0,9,4,1,1,1,1,Old
966,293.5,3692,6330,1950,2319,1056,1.0,5,2,1,0,1,1,None
967,438.8,5520,4405,2000,2976,1872,2.0,6,3,2,1,1,0,None
968,263.2,3311,3322,1954,2820,1249,1.0,5,2,1,0,1,1,None
969,282.9,3558,5102,1930,2328,983,1.0,6,2,1,1,1,0,Recent
970,264.2,3323,4020,1965,1844,1152,2.0,6,2,1,1,1,0,None
971,263.4,3313,5380,1950,2450,1225,1.0,6,3,1,0,1,0,None
972,304.3,3828,4063,1950,2322,1104,1.0,5,3,1,0,1,1,None
973,331.0,4163,6020,1929,3091,1347,1.0,6,3,1,0,1,1,None
974,309.3,3890,6887,1960,2604,1120,1.0,7,3,1,0,1,1,None
975,335.7,4223,5730,1951,3376,1648,1.5,10,5,2,0,1,2,Old
976,293.3,3689,4763,1940,3027,1650,1.5,7,2,1,1,1,1,None
977,322.2,4053,3245,1934,2070,1300,2.0,6,3,1,0,1,1,Old
978,290.2,3650,3872,1965,1704,1152,2.0,6,3,1,1,1,0,None
979,323.7,4072,4003,1950,2796,1408,1.5,6,3,1,1,1,1,None
980,502.3,6318,10960,1950,4167,2224,1.5,10,3,2,1,1,1,Recent
981,317.0,3987,5999,1930,2552,1575,1.0,9,3,1,1,1,1,None
982,338.8,4262,5850,1920,2322,1303,2.0,7,3,1,1,1,1,None
983,276.4,3477,6037,1950,925,925,1.0,5,3,1,0,1,0,None
984,276.8,3482,5789,1930,1894,864,1.0,5,1,1,0,1,0,None
985,298.7,3757,4750,1934,2954,1333,1.0,6,3,1,0,1,0,None
986,315.8,3972,7088,1950,2524,1224,1.5,6,3,1,1,1,1,None
987,300.8,3784,3920,1945,2560,1165,1.0,6,3,1,1,1,0,None
988,362.2,4556,5512,1946,2768,1708,2.0,9,4,2,0,1,0,None
989,252.9,3181,3168,1935,2254,1400,2.0,7,3,1,0,1,0,None
990,347.9,4376,6220,1939,2781,1569,2.0,6,2,1,1,1,1,None
991,381.0,4792,10120,1950,2740,1464,1.5,7,3,1,1,1,1,Recent
992,427.2,5374,10190,1950,3485,2023,2.0,8,3,1,1,1,2,Recent
993,305.2,3839,3944,1950,2800,1354,1.5,5,3,1,1,1,1,None
994,352.4,4433,5850,1960,2258,1352,2.0,8,3,1,1,1,1,None
995,282.4,3552,4500,1934,3218,1436,1.0,5,2,1,0,1,0,None
996,574.8,7230,7053,2009,4402,2620,2.0,8,4,2,1,1,1,None
997,361.4,4546,5949,1961,2925,1742,2.0,6,3,1,1,1,0,None
998,293.9,3697,4250,1924,2532,1238,1.5,6,3,1,0,1,1,None
999,302.2,3801,3701,1928,2669,1177,1.0,5,2,1,1,1,0,None
1000,217.2,2732,5489,1950,925,925,1.0,5,3,1,0,1,0,None
1001,367.9,4628,8060,1953,2689,1469,1.5,6,3,1,1,1,1,Recent
1002,305.1,3838,4725,1930,2072,1248,2.0,5,2,1,0,1,0,None
1003,314.6,3957,6020,1940,2956,1210,1.0,6,2,1,0,1,1,Old
1004,289.5,3641,8092,1950,1866,825,1.0,4,2,1,0,1,0,None
1005,464.7,5845,10856,1920,5734,2521,1.0,9,5,2,1,2,1,Old
1006,242.2,3046,3824,1927,2722,1230,1.0,6,2,1,0,1,0,None
1007,332.8,4186,5060,1943,2405,1341,1.5,5,3,1,1,1,0,Old
1008,359.2,4518,4725,1925,3335,1680,1.5,5,3,2,0,1,1,Recent
1009,317.5,3994,6850,1945,2352,1466,2.0,6,3,1,1,1,1,None
1010,331.5,4170,7476,1950,2876,1332,1.0,5,2,1,0,1,1,None
1011,250.7,3153,4783,1950,945,925,1.0,5,3,1,0,1,0,Recent
1012,320.8,4035,6180,1960,2482,1211,1.0,8,3,1,1,1,2,None
1013,230.4,2898,4471,1950,1000,900,1.0,5,3,1,0,1,0,None
1014,245.8,3092,3266,1935,1216,576,1.0,5,2,1,0,1,0,None
1015,306.0,3849,4265,1950,2458,1134,1.0,6,3,1,0,1,0,Recent
1016,271.8,3419,4725,1960,2160,1080,1.0,5,2,1,1,1,1,None
1017,512.7,6449,4590,2007,3726,2352,2.0,8,4,2,1,1,1,None
1018,301.5,3792,6715,1950,2106,1584,1.0,7,3,2,0,1,0,None
1019,233.5,2937,4200,1961,2052,1026,1.0,5,2,1,0,1,1,None
1020,307.2,3864,4400,1915,2358,1443,2.0,6,3,1,0,1,1,None
1021,311.0,3912,5198,1950,2330,1078,1.0,7,3,2,0,2,0,Recent
1022,326.3,4104,5868,1940,3250,1406,1.0,6,3,1,0,1,2,None
1023,249.4,3137,4000,1920,1542,720,1.0,4,2,1,0,1,0,None
1024,369.2,4644,3589,1927,3003,1800,2.0,8,4,1,1,1,0,Recent
1025,310.1,3901,5150,1960,2252,1400,2.0,6,3,1,1,1,1,None
1026,227.3,2859,4545,1961,1800,900,1.0,5,3,1,0,1,0,None
1027,291.4,3665,4005,1924,2880,1469,1.5,6,3,2,0,1,1,None
1028,327.3,4117,4725,1930,2080,1040,1.0,5,3,1,0,1,0,Recent
1029,240.8,3029,4707,1963,1025,925,1.0,5,3,1,0,1,0,None
1030,238.5,3000,4000,1930,1912,910,1.0,4,2,1,0,1,0,Old
1031,271.5,3415,3554,1927,2000,1037,1.5,5,2,1,0,1,0,Old
1032,301.4,3791,4000,1925,3381,1453,1.0,7,3,2,0,1,0,None
1033,325.9,4099,3973,1929,2260,1308,2.0,6,2,2,0,1,1,Recent
1034,371.4,4672,2996,1962,2924,1502,1.5,8,4,1,1,1,1,None
1035,305.4,3841,5640,1940,2675,1487,1.5,6,3,1,1,1,0,None
1036,396.4,4986,6433,1947,4390,2322,1.5,9,5,2,0,1,2,Old
1037,312.9,3936,4725,1935,2273,1284,2.0,6,3,1,0,1,0,None
1038,501.8,6312,5150,1950,3826,2376,2.0,9,4,2,0,1,1,Recent
1039,286.7,3606,4838,1928,2965,1330,1.0,4,2,1,0,1,0,None
1040,273.7,3443,4005,1935,2145,1314,2.0,6,2,1,0,1,0,Old
1041,233.9,2942,4804,1960,1065,925,1.0,5,3,1,0,1,0,None
1042,252.5,3176,4000,1940,2006,970,1.0,5,2,1,0,1,0,None
1043,295.5,3717,3517,1935,1989,1232,2.0,6,3,1,1,1,2,None
1044,305.8,3846,4000,1925,3535,1539,1.0,7,3,1,1,1,1,None
1045,268.0,3371,4972,1950,1331,1145,1.0,6,3,1,0,1,0,None
1046,313.6,3945,6625,1950,3006,1025,1.0,6,2,1,0,1,1,None
1047,277.6,3492,3586,1929,1984,944,1.0,5,2,1,0,1,0,None
1048,311.9,3923,5100,1956,2295,1628,1.0,8,3,1,1,2,2,None
1049,329.1,4140,6381,1950,2044,925,1.0,5,3,1,1,1,0,None
1050,389.6,4901,5513,1928,3666,1658,1.0,7,3,2,1,1,1,None
1051,316.5,3981,6533,1920,3320,1400,1.0,5,2,1,0,1,1,None
1052,278.9,3508,4000,1950,2304,1075,1.0,6,2,1,1,1,1,None
1053,295.3,3714,5520,1960,2504,1142,1.0,5,2,1,0,1,1,None
1054,398.2,5009,4400,1915,2452,1600,2.0,7,3,2,0,1,1,Recent
1055,262.1,3297,4000,1930,1970,936,1.0,5,2,1,0,1,0,None
1056,320.7,4034,3479,1935,2170,1344,2.0,6,3,1,1,1,2,None
1057,312.7,3933,4320,1950,2316,1488,2.0,7,3,2,0,1,0,Old
1058,238.9,3005,5063,1950,925,925,1.0,5,3,1,0,1,0,None
1059,336.2,4229,4136,1920,2837,1196,1.0,7,4,2,0,1,0,None
1060,388.4,4886,5000,1896,3360,1858,2.0,9,3,1,1,1,0,None
1061,273.8,3444,5173,1950,2152,1118,1.5,5,2,1,0,1,0,None
1062,301.8,3796,5850,1955,2704,1172,1.0,6,3,1,1,1,1,None
1063,539.8,6790,7310,2008,4086,2296,2.0,7,3,2,1,1,1,None
1064,365.0,4591,4000,1960,3021,1943,2.0,6,3,1,1,1,1,Old
1065,327.8,4123,4000,1930,2354,1400,2.0,6,3,1,0,1,1,Recent
1066,318.0,4000,6533,1960,2656,1109,1.0,6,2,1,1,1,1,Old
1067,254.1,3196,6383,1950,2082,925,1.0,5,3,1,0,1,0,None
1068,308.0,3874,3442,1935,2344,1464,2.0,7,3,1,1,1,1,None
1069,229.7,2889,4620,1930,1850,900,1.0,5,2,1,0,1,0,None
1070,438.3,5513,5000,1997,2604,1680,2.0,6,3,2,1,1,1,None
1071,299.3,3765,5310,1950,1914,1071,1.5,5,2,2,0,1,1,None
1072,320.2,4028,6740,1955,2800,1075,1.0,6,3,2,0,1,1,None
1073,255.7,3216,5163,1945,1450,709,1.0,4,2,1,0,1,0,None
1074,305.0,3836,5150,1950,2978,1304,1.0,7,2,1,0,1,1,None
1075,239.4,3011,4000,1930,2280,1116,1.0,5,2,1,0,1,1,None
1076,380.8,4790,3440,1925,3144,1840,2.5,7,3,1,1,1,1,Recent
1077,252.0,3170,5326,1950,1328,1198,1.0,6,3,1,0,1,0,Recent
1078,277.8,3494,4159,1935,1966,893,1.0,5,2,2,0,1,1,None
1079,308.0,3874,4000,1960,2258,1428,2.0,6,3,1,1,1,1,None
1080,282.7,3556,4160,1920,2202,1376,2.0,6,3,1,0,1,0,None
1081,348.6,4385,9000,1950,3474,1676,1.5,5,2,1,0,1,0,Old
1082,341.5,4296,4210,1935,2050,1248,2.0,6,3,1,1,1,0,Recent
1083,238.3,2997,5394,1950,1081,825,1.0,4,2,1,0,1,0,None
1084,493.4,6206,6534,1960,2878,1680,2.0,7,3,2,1,1,1,Recent
1085,503.2,6330,6480,1950,4564,2373,2.0,5,3,1,1,1,0,Recent
1086,227.1,2856,4998,1945,1616,792,1.0,4,2,1,0,1,1,None
1087,259.9,3269,4160,1925,3396,1540,1.0,5,3,1,0,1,0,Old
1088,322.3,4054,3402,1935,2222,1400,2.0,6,3,1,1,1,2,Old
1089,228.2,2870,4000,1929,1512,720,1.0,4,2,1,0,1,0,None
1090,244.9,3080,5120,1950,1908,888,1.0,5,3,1,0,1,1,None
1091,307.3,3865,4200,1924,2300,1092,1.0,6,2,2,0,1,0,Recent
1092,296.0,3723,5503,1960,3070,1485,1.0,6,3,1,0,1,0,None
1093,351.2,4418,6180,1900,2598,1484,1.5,7,3,2,0,1,1,None
1094,311.8,3922,3368,1940,2244,1400,2.0,6,3,1,1,1,1,None
1095,208.7,2625,4697,1941,1959,1092,1.5,6,2,1,0,1,0,None
1096,277.7,3493,5365,1950,1505,1294,1.0,7,4,1,0,1,0,None
1097,317.7,3996,4976,1948,1872,1248,2.0,6,3,1,0,1,0,None
1098,394.4,4961,10458,1883,2802,1277,2.0,8,3,1,1,1,0,Old
1099,318.6,4007,4000,1953,2600,1700,2.0,7,4,1,1,1,1,Old
1100,346.2,4355,4510,1940,1984,1424,2.0,8,4,2,0,2,0,Recent
1101,344.9,4338,5877,1930,2333,1500,2.0,6,3,1,1,1,1,None
1102,271.2,3411,7960,1950,2120,992,1.0,4,1,1,0,1,1,None
1103,305.2,3839,4160,1950,2912,1120,1.0,6,3,1,0,1,1,None
1104,395.0,4969,6727,1950,3142,1476,1.0,7,4,2,0,1,0,Recent
1105,333.4,4194,5835,1941,2758,1587,1.5,6,2,1,0,1,0,None
1106,540.9,6804,6110,2001,3636,2064,2.0,7,4,2,1,1,1,None
1107,552.8,6954,6000,2007,4562,2543,2.0,8,4,2,2,1,1,None
1108,356.3,4482,4900,1950,2660,1798,2.0,7,4,1,1,1,0,Old
1109,257.4,3238,5850,1940,2295,1015,1.0,6,3,1,0,1,0,None
1110,327.5,4119,5270,1950,2547,1453,2.0,6,2,2,0,1,1,None
1111,406.7,5116,6375,1989,3017,1824,2.0,8,4,2,1,1,1,None
1112,460.0,5786,6000,1989,2836,1740,2.0,9,4,3,1,1,1,None
1113,235.2,2958,2805,1920,1968,950,1.0,5,2,1,0,1,0,None
1114,313.9,3948,5631,1941,2218,1220,1.5,6,2,2,0,1,0,None
1115,226.2,2845,4000,1915,1478,703,1.0,4,2,1,0,1,0,None
1116,385.13,4844,6216,1950,2860,2227,2.0,7,3,2,0,1,0,Recent
1117,278.3,3501,6618,1925,2034,955,1.0,5,2,1,0,1,0,None
1118,289.5,3641,4160,1942,2076,1142,1.5,6,2,1,1,1,1,None
1119,286.8,3607,4160,1953,2340,1075,1.0,5,2,1,0,1,1,None
1120,454.5,5717,6576,2003,3168,1966,2.0,10,3,3,1,1,1,None
1121,322.4,4055,5547,1920,2728,1306,1.5,5,3,2,1,1,1,None
1122,314.6,3957,7210,1910,2674,1384,1.5,6,3,1,0,1,0,Old
1123,328.2,4128,6371,1950,2200,1100,1.0,7,2,1,1,2,2,None
1124,347.9,4376,6189,1860,2871,1643,2.0,7,3,1,1,1,0,Old
1125,307.4,3867,4160,1930,3108,1685,1.5,7,3,2,0,1,0,None
1126,307.3,3865,7100,1950,2156,1078,1.0,5,3,1,1,1,0,None
1127,635.5,7994,6000,2004,4596,2796,2.0,9,4,2,2,1,1,None
1128,322.5,4057,4000,1935,3061,1566,2.0,7,3,1,0,1,1,None
1129,321.3,4041,8810,1950,2400,1120,1.0,6,3,1,0,1,1,None
1130,318.6,4007,9249,1955,2464,1232,1.0,7,3,1,0,1,1,None
1131,259.6,3265,5144,1915,2040,1079,1.5,6,2,1,0,1,0,None
1132,304.5,3830,4160,1935,2435,1398,1.5,7,3,1,1,1,1,None
1133,287.9,3621,2800,1925,2392,1124,1.5,7,3,1,1,1,0,None
1134,233.6,2938,2799,1928,1948,950,1.0,5,2,1,0,1,0,None
1135,446.4,5615,6000,1989,2700,1740,2.0,7,4,1,2,1,1,None
1136,356.7,4487,6466,1950,2790,2021,1.0,6,3,2,0,1,0,None
1137,370.3,4658,10895,1960,2722,1841,1.0,6,3,1,2,1,1,None
1138,322.6,4058,2901,1920,2018,1296,2.0,7,3,2,0,1,0,Recent
1139,564.8,7105,6000,2005,4398,2543,2.0,8,4,2,2,1,1,None
1140,371.7,4675,4160,1950,3082,1410,1.0,8,4,2,0,1,1,None
1141,335.9,4225,5432,1920,2509,1488,2.0,7,2,1,1,1,0,Old
1142,272.6,3429,3684,1969,2008,984,1.0,5,3,1,0,1,0,None
1143,286.9,3609,2100,1952,2552,1326,1.5,8,3,2,0,1,1,None
1144,299.0,3761,6343,1950,2694,1201,1.0,4,2,1,1,1,0,None
1145,304.2,3826,7842,1958,2106,936,1.0,4,3,1,1,1,0,None
1146,238.7,3002,6658,1945,1529,733,1.0,4,2,1,0,1,0,None
1147,230.6,2900,2800,1925,1988,912,1.0,5,2,1,0,1,0,None
1148,253.5,3189,3561,1928,1978,950,1.0,5,2,1,0,1,0,None
1149,425.3,5350,6000,1989,2820,1800,2.0,7,4,2,1,1,1,None
1150,334.1,4202,4166,1935,3274,1902,2.0,9,4,1,0,1,1,None
1151,591.8,7444,7442,2011,5277,2641,2.0,9,4,2,1,1,1,None
1152,433.8,5457,6000,1989,2580,1740,2.0,8,4,2,1,1,1,None
1153,325.0,4088,3168,1940,2152,1248,2.0,7,3,1,1,1,1,Recent
1154,297.5,3742,3905,1965,2203,1300,2.0,7,3,1,0,1,0,None
1155,264.6,3328,3083,1935,2060,1248,2.0,6,3,1,0,1,0,Old
1156,372.7,4688,9021,1960,2632,1196,1.0,8,3,2,0,1,2,Old
1157,716.4,9012,13251,1940,6487,3041,1.5,10,4,2,0,1,1,None
1158,291.1,3662,4160,1950,2720,1498,1.5,6,2,1,1,1,1,None
1159,294.0,3698,3600,1910,2449,1344,2.0,5,2,1,0,1,0,None
1160,349.7,4399,10460,1953,2544,1426,1.5,6,3,2,0,1,1,None
1161,563.7,7091,6000,2005,4116,2422,2.0,8,4,2,1,1,1,None
1162,364.0,4579,10050,1955,2524,1232,1.0,9,3,2,0,2,2,None
1163,302.9,3810,6690,1970,1592,780,1.0,5,2,1,0,1,0,None
1164,280.3,3526,5600,1955,1761,832,1.0,4,1,2,0,1,0,None
1165,230.9,2904,3215,1925,1992,936,1.0,5,2,1,0,1,0,None
1166,534.5,6724,6109,2011,4105,2244,2.0,8,4,2,1,1,0,None
1167,235.2,2958,2800,1925,2156,912,1.0,5,2,1,0,1,0,None
1168,300.4,3779,5051,1920,2130,1352,2.0,7,3,1,0,1,0,None
1169,316.1,3976,8053,1950,2088,1044,1.0,5,3,2,0,1,0,None
1170,310.1,3901,4417,1929,3160,1383,1.0,8,4,1,1,1,0,None
1171,498.5,6271,6000,1989,3118,1995,2.0,6,3,1,1,1,1,Recent
1172,425.1,5347,6000,1989,2820,1800,2.0,7,4,2,1,1,1,None
1173,396.6,4989,5590,1964,2815,1854,2.0,9,3,1,1,1,1,None
1174,372.2,4682,9208,1955,3494,1773,1.5,7,3,1,1,1,1,None
1175,317.5,3994,8250,1935,2276,1250,1.5,6,2,2,0,1,1,None
1176,576.9,7257,6000,2004,4530,2543,2.0,8,4,2,2,1,1,None
1177,349.4,4395,6300,1922,2472,1576,2.0,6,3,1,0,1,1,Old
1178,564.8,7105,6000,2005,4398,2543,2.0,8,4,2,2,1,1,None
1179,261.7,3292,4226,1958,2114,1025,1.0,5,3,1,0,1,1,None
1180,364.8,4589,6466,1958,2444,1904,1.0,6,3,1,1,1,0,None
1181,368.7,4638,8450,1950,2736,1193,1.0,8,3,2,0,1,1,None
1182,259.7,3267,3178,1925,2464,1206,1.0,6,2,1,0,1,0,None
1183,390.5,4912,6000,1989,2700,1740,2.0,7,4,2,1,1,1,None
1184,289.5,3641,4080,1959,2680,1313,1.5,6,3,2,0,1,0,Old
1185,380.7,4789,8330,1940,3030,1764,2.0,8,3,1,0,1,1,Recent
1186,416.4,5238,6000,1989,2700,1740,2.0,9,2,1,2,1,1,None
1187,289.0,3635,4124,1950,2496,1165,1.0,6,3,1,0,1,1,None
1188,572.9,7207,6000,2004,4398,2543,2.0,8,4,2,2,1,1,None
1189,369.4,4647,4800,1950,2666,1261,1.0,6,3,1,0,1,0,Recent
1190,284.3,3576,2833,1935,2384,1440,2.0,7,3,1,0,1,0,None
1191,314.9,3961,3748,1955,3067,1654,1.5,6,3,2,1,1,1,Old
1192,338.9,4263,5000,1940,2700,1392,1.5,7,2,1,1,1,1,None
1193,226.4,2848,2965,1925,2000,1002,1.0,5,2,1,0,1,0,None
1194,294.5,3704,9100,1950,2060,768,1.0,5,2,1,0,1,0,None
1195,318.4,4005,4630,1935,2314,1409,2.0,7,3,1,0,1,1,None
1196,268.0,3371,4000,1950,2742,1201,1.0,6,4,1,0,1,0,Old
1197,302.8,3809,4116,1950,2655,1190,1.0,6,4,1,0,1,1,None
1198,317.6,3995,6400,1950,2506,1088,1.0,7,3,1,1,1,0,None
1199,330.0,4151,6020,1957,2725,1495,1.5,7,3,2,0,1,1,None
1200,294.4,3703,2989,1920,2100,1248,2.0,6,3,1,1,1,1,None
1201,423.1,5322,6427,1989,2860,1740,2.0,7,4,2,1,1,1,None
1202,395.7,4977,6000,1989,2820,1800,2.0,7,3,2,1,1,1,None
1203,405.4,5099,7693,1970,2208,1372,2.0,6,3,1,1,1,1,None
1204,310.3,3903,4800,1950,2367,1008,1.0,6,3,1,1,1,0,None
1205,445.7,5606,6001,1989,2952,1740,2.0,7,4,2,1,1,1,None
1206,726.1,9134,7544,2011,5070,4186,2.0,10,4,2,2,1,1,None
1207,297.7,3745,3564,1899,2369,1448,2.0,6,3,1,1,1,0,None
1208,362.4,4558,7300,1950,2995,1772,2.0,7,3,1,0,1,2,None
1209,295.6,3718,5879,1950,1821,1559,1.0,5,3,1,0,1,0,None
1210,288.8,3633,5418,1925,2202,1008,1.0,6,3,1,1,1,0,None
1211,281.2,3537,4650,1960,2098,1025,1.0,8,3,1,1,1,0,None
1212,303.5,3818,4572,1925,2572,1299,1.5,6,3,1,1,1,1,None
1213,381.9,4804,3964,1950,2964,1459,1.5,7,3,2,0,1,0,Recent
1214,351.5,4421,9100,1950,2635,1464,1.0,7,3,1,0,1,1,None
1215,267.9,3370,3689,1950,2020,1056,2.0,5,2,1,0,1,1,None
1216,289.3,3639,4979,1950,2091,999,1.0,6,3,1,1,1,1,None
1217,472.4,5942,4800,1950,4715,3022,1.5,10,4,3,0,2,1,Recent
1218,455.9,5735,6000,1989,2900,1860,2.0,7,4,2,1,1,1,None
1219,290.4,3653,4535,1905,1961,979,1.5,6,2,1,1,1,0,None
1220,237.0,2981,4051,1984,1760,840,1.0,5,3,1,0,1,0,None
1221,297.6,3743,5040,1950,2210,986,1.0,5,3,1,1,1,1,None
1222,370.4,4659,12330,1950,2380,1168,1.0,5,2,1,0,1,1,Recent
1223,364.5,4585,4000,1920,2556,1490,2.0,7,3,1,1,1,0,Recent
1224,346.7,4361,7210,1950,3104,1395,1.0,6,3,1,1,1,1,None
1225,275.8,3469,3239,1940,2298,1120,2.0,5,2,1,0,1,1,None
1226,309.8,3897,4946,1950,2495,1403,1.5,6,3,2,0,1,1,None
1227,258.2,3248,2600,1900,1616,845,1.5,5,2,1,0,1,0,None
1228,277.8,3494,5368,1950,2400,1120,1.0,4,2,1,0,1,1,None
1229,331.9,4175,4772,1960,2052,1300,2.0,7,3,1,1,1,1,None
1230,297.3,3740,4371,1960,2688,1128,1.0,6,3,1,1,1,1,None
1231,304.2,3826,7260,1950,2706,1134,1.0,6,3,1,0,1,0,None
1232,304.1,3825,4480,1960,2507,1313,1.5,6,3,2,0,1,1,None
1233,378.8,4765,6000,1985,2851,1795,2.0,6,3,2,0,1,1,None
1234,353.6,4448,4827,1920,2799,1775,2.0,7,3,1,1,1,0,None
1235,341.0,4289,4595,1960,2230,1274,2.0,6,3,1,1,1,1,None
1236,414.2,5210,6000,1989,2724,1740,2.0,7,4,1,1,1,1,None
1237,284.0,3572,2600,1910,1624,805,1.5,5,2,1,0,1,0,Recent
1238,353.6,4448,4467,1992,2686,1716,2.0,5,3,2,0,1,0,None
1239,289.3,3639,4336,1945,2480,1109,1.0,7,2,1,0,1,1,None
1240,367.7,4625,7661,1920,1866,752,1.0,7,3,1,0,1,0,Recent
